Time_Stamp,CPU_Usage,Ram_Usage,DataDir_DirectorySize,CPUtemperature
2016-09-30 05:00:01,10.0,17.8,13672384,58.5
2016-09-30 05:02:01,10.0,18.2,13716828,59.6
2016-09-30 05:04:02,10.0,18.2,13767189,59.1
2016-09-30 05:06:01,10.0,18.3,13784968,59.1
2016-09-30 05:08:01,10.0,18.1,13814595,58.5
2016-09-30 05:10:02,10.0,18.1,13838291,59.1
2016-09-30 05:12:01,10.0,17.9,13873842,58.5
2016-09-30 05:14:01,10.0,16.6,13906431,59.1
2016-09-30 05:16:01,10.0,16.5,13947913,58.0
2016-09-30 05:18:01,10.0,16.9,13995312,58.5
2016-09-30 05:20:01,10.0,17.7,14027901,58.5
2016-09-30 05:22:01,10.0,19.2,14051604,59.1
2016-09-30 05:24:01,10.0,19.2,14096041,59.6
2016-09-30 05:26:01,10.0,19.2,14128629,59.1
2016-09-30 05:28:01,10.0,18.4,14143446,57.5
2016-09-30 05:30:02,10.0,18.5,14178997,58.5
2016-09-30 05:32:01,10.0,18.5,14211586,59.1
2016-09-30 05:34:01,10.0,18.3,14241213,59.1
2016-09-30 05:36:01,10.0,18.4,14270840,59.1
2016-09-30 05:38:01,10.0,18.4,14306391,58.0
2016-09-30 05:40:02,10.0,18.4,14350828,58.5
2016-09-30 05:42:01,10.0,18.4,14374531,58.0
2016-09-30 05:44:01,10.0,16.9,14407120,58.5
2016-09-30 05:46:02,10.0,16.9,14451557,58.5
2016-09-30 05:48:01,10.0,17.1,14472298,58.5
2016-09-30 05:50:01,10.0,17.8,14501925,59.1
2016-09-30 05:52:01,10.0,17.8,14525621,58.5
2016-09-30 05:54:01,10.0,17.9,14555248,58.5
2016-09-30 05:56:01,10.0,18.0,14567103,59.1
2016-09-30 05:58:01,10.0,18.0,14596723,62.3
2016-09-30 06:00:01,10.0,18.7,14626350,58.0
2016-09-30 06:02:02,10.0,18.7,14655977,58.0
2016-09-30 06:04:01,10.0,19.1,14679680,57.5
2016-09-30 06:06:02,10.0,18.5,14718193,58.5
2016-09-30 06:08:01,10.0,18.2,14768561,58.0
2016-09-30 06:10:01,10.0,18.2,14789295,58.0
2016-09-30 06:12:02,10.0,17.8,14810036,57.5
2016-09-30 06:14:01,10.0,16.8,14830777,57.5
2016-09-30 06:16:01,10.0,18.3,14866328,58.0
2016-09-30 06:18:01,10.0,18.3,14901879,56.9
2016-09-30 06:20:01,10.0,18.8,14919651,58.0
2016-09-30 06:22:02,10.0,18.8,14940392,59.1
2016-09-30 06:24:01,10.0,17.9,14958171,58.0
2016-09-30 06:26:02,10.0,17.8,14987791,58.0
2016-09-30 06:28:01,10.0,17.7,15020380,58.0
2016-09-30 06:30:01,10.0,17.8,15067786,58.0
2016-09-30 06:32:01,10.0,17.5,15103337,58.5
2016-09-30 06:34:01,10.0,17.4,15130002,58.0
2016-09-30 06:36:02,10.0,17.4,15162591,58.0
2016-09-30 06:38:01,10.0,18.7,15189256,58.0
2016-09-30 06:40:01,10.0,18.8,15209990,58.0
2016-09-30 06:42:01,10.0,18.8,15221845,58.0
2016-09-30 06:44:01,10.0,16.4,15245541,57.5
2016-09-30 06:46:01,10.0,16.6,15289985,57.5
2016-09-30 06:48:01,10.0,17.1,15325536,56.9
2016-09-30 06:50:01,10.0,18.9,15352201,59.1
2016-09-30 06:52:02,10.0,19.0,15393676,59.1
2016-09-30 06:54:01,10.0,18.9,15426265,58.0
2016-09-30 06:56:01,10.0,18.9,15461816,59.1
2016-09-30 06:58:01,10.0,18.6,15494405,59.1
2016-09-30 07:00:01,10.0,19.1,15541804,59.1
2016-09-30 07:02:01,10.0,19.0,15565507,58.0
2016-09-30 07:04:01,10.0,18.7,15583286,58.5
2016-09-30 07:06:01,10.0,17.6,15615875,58.0
2016-09-30 07:08:01,10.0,17.6,15624761,56.9
2016-09-30 07:10:01,10.0,17.7,15645495,56.9
2016-09-30 07:12:01,10.0,17.6,15678084,58.0
2016-09-30 07:14:02,10.0,16.4,15704749,58.0
2016-09-30 07:16:01,10.0,18.1,15734376,58.5
2016-09-30 07:18:02,10.0,18.1,15752155,58.0
2016-09-30 07:20:01,10.0,19.0,15790668,59.6
2016-09-30 07:22:01,10.0,19.0,15838067,58.5
2016-09-30 07:24:02,10.0,19.0,15879549,59.1
2016-09-30 07:26:01,10.0,19.0,15921024,59.1
2016-09-30 07:28:01,10.0,18.2,15959537,58.0
2016-09-30 07:30:01,10.0,18.3,15995088,58.0
2016-09-30 07:32:01,10.0,17.9,16015829,56.9
2016-09-30 07:34:01,10.0,18.8,16033601,58.0
2016-09-30 07:36:01,10.0,18.8,16054342,58.0
2016-09-30 07:38:01,10.0,18.2,16075083,61.2
2016-09-30 07:40:02,10.0,18.9,16095817,58.0
2016-09-30 07:42:01,10.0,18.9,16122482,56.9
2016-09-30 07:44:01,10.0,18.8,16160995,56.9
2016-09-30 07:46:01,10.0,18.0,16178774,58.0
2016-09-30 07:48:01,10.0,18.0,16205439,58.0
2016-09-30 07:50:01,10.0,18.6,16246914,58.5
2016-09-30 07:52:01,10.0,17.5,16273579,58.0
2016-09-30 07:54:01,10.0,17.6,16297275,58.5
2016-09-30 07:56:02,10.0,18.9,16320978,60.1
2016-09-30 07:58:01,10.0,18.9,16341718,58.5
2016-09-30 08:00:01,10.0,19.0,16365414,58.0
2016-09-30 08:02:02,10.0,18.4,16418744,58.5
2016-09-30 08:04:01,10.0,18.3,16451333,58.0
2016-09-30 08:06:01,10.0,18.5,16472074,57.5
2016-09-30 08:08:01,10.0,18.4,16489846,58.0
2016-09-30 08:10:01,10.0,18.5,16516511,58.0
2016-09-30 08:12:02,10.0,18.1,16537252,57.5
2016-09-30 08:14:01,10.0,17.5,16578727,58.0
2016-09-30 08:16:01,10.0,17.2,16587613,56.9
2016-09-30 08:18:01,10.0,16.9,16605392,56.9
2016-09-30 08:20:01,10.0,17.5,16629095,58.0
2016-09-30 08:22:02,10.0,17.7,16664646,58.5
2016-09-30 08:24:01,10.0,17.7,16682418,58.0
2016-09-30 08:26:01,10.0,17.7,16703159,58.5
2016-09-30 08:28:02,10.0,18.7,16741672,61.2
2016-09-30 08:30:01,10.0,19.6,16756482,59.6
2016-09-30 08:32:01,10.0,19.7,16774261,59.1
2016-09-30 08:34:02,10.0,19.7,16800919,58.5
2016-09-30 08:36:01,10.0,17.9,16818685,58.0
2016-09-30 08:38:01,10.0,17.9,16854224,58.5
2016-09-30 08:40:01,10.0,18.0,16877915,58.0
2016-09-30 08:42:01,10.0,18.6,16898649,56.9
2016-09-30 08:44:01,10.0,18.2,16931227,57.5
2016-09-30 08:46:01,10.0,17.4,16951954,58.0
2016-09-30 08:48:01,10.0,17.3,16978610,58.0
2016-09-30 08:50:02,10.0,18.0,17020071,58.0
2016-09-30 08:52:01,10.0,18.5,17046727,58.5
2016-09-30 08:54:01,10.0,19.6,17082266,62.3
2016-09-30 08:56:01,10.0,20.5,17103000,58.0
2016-09-30 08:58:01,10.0,20.7,17129656,59.1
2016-09-30 09:00:01,10.1,20.8,17165195,60.1
2016-09-30 09:02:01,10.1,20.8,17197773,59.1
2016-09-30 09:04:01,10.1,20.0,17221468,60.1
2016-09-30 09:06:02,10.1,19.2,17248117,58.5
2016-09-30 09:08:01,10.1,19.4,17286624,58.0
2016-09-30 09:10:01,10.1,19.8,17319202,59.6
2016-09-30 09:12:02,10.1,19.7,17336968,58.0
2016-09-30 09:14:01,10.1,18.7,17357702,58.0
2016-09-30 09:16:02,10.1,18.7,17387319,58.0
2016-09-30 09:18:01,10.1,16.7,17422858,56.9
